"DTI_CL_UNIDAD_MEDIDA","Unit of measurement","DTI_CL_MES","Month","DTI_CL_GRUPO_OCU_IR","Occupational group","Value","Flag Codes","Flags"
"IX","Index","2023-M05","2023 May","ISCO88_4","Empleados de oficina",153.92,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_4","Empleados de oficina",11.4,,
"IX","Index","2023-M05","2023 May","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",154.27,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",13.5,,
"IX","Index","2023-M05","2023 May","ISCO88_5_B","Vendedores, promotores y modelos",173.5,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_5_B","Vendedores, promotores y modelos",7.4,,
"IX","Index","2023-M05","2023 May","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",162.58,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11.5,,
"IX","Index","2023-M05","2023 May","ISCO88_8","Operadores de instalaciones y máquinas y montadores",158.99,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_8","Operadores de instalaciones y máquinas y montadores",11.4,,
"IX","Index","2023-M05","2023 May","ISCO88_9","Trabajadores no calificados",165.41,,
"12_M_VAR","12-month variation in percentages (%)","2023-M05","2023 May","ISCO88_9","Trabajadores no calificados",11.6,,
"IX","Index","2023-M06","2023 June","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",147.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",8.1,,
"IX","Index","2023-M06","2023 June","ISCO88_2","Profesionales científicos e intelectuales",144.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_2","Profesionales científicos e intelectuales",10.3,,
"IX","Index","2023-M06","2023 June","ISCO88_3","Técnicos y profesionales de nivel medio",151.53,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_3","Técnicos y profesionales de nivel medio",9.8,,
"IX","Index","2023-M06","2023 June","ISCO88_4","Empleados de oficina",155.38,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_4","Empleados de oficina",11.1,,
"IX","Index","2023-M06","2023 June","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",154.56,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",12.5,,
"IX","Index","2023-M06","2023 June","ISCO88_5_B","Vendedores, promotores y modelos",175.76,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_5_B","Vendedores, promotores y modelos",9.5,,
"IX","Index","2023-M06","2023 June","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",162.76,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",11,,
"IX","Index","2023-M06","2023 June","ISCO88_8","Operadores de instalaciones y máquinas y montadores",158,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_8","Operadores de instalaciones y máquinas y montadores",9.7,,
"IX","Index","2023-M06","2023 June","ISCO88_9","Trabajadores no calificados",167.25,,
"12_M_VAR","12-month variation in percentages (%)","2023-M06","2023 June","ISCO88_9","Trabajadores no calificados",13,,
"IX","Index","2023-M07","2023 July","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",147.78,,
"IX","Index","2023-M07","2023 July","ISCO88_2","Profesionales científicos e intelectuales",144.89,,
"IX","Index","2023-M07","2023 July","ISCO88_3","Técnicos y profesionales de nivel medio",152.54,,
"IX","Index","2023-M07","2023 July","ISCO88_4","Empleados de oficina",156.45,,
"IX","Index","2023-M07","2023 July","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",156.19,,
"IX","Index","2023-M07","2023 July","ISCO88_5_B","Vendedores, promotores y modelos",176.05,,
"IX","Index","2023-M07","2023 July","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",162.6,,
"IX","Index","2023-M07","2023 July","ISCO88_8","Operadores de instalaciones y máquinas y montadores",157.91,,
"IX","Index","2023-M07","2023 July","ISCO88_9","Trabajadores no calificados",168.41,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",7.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_2","Profesionales científicos e intelectuales",9.4,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_3","Técnicos y profesionales de nivel medio",9.1,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_4","Empleados de oficina",10.6,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",12.7,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_5_B","Vendedores, promotores y modelos",9.9,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",9.6,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8.5,,
"12_M_VAR","12-month variation in percentages (%)","2023-M07","2023 July","ISCO88_9","Trabajadores no calificados",11.7,,
"IX","Index","2023-M08","2023 August","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",148.23,,
"IX","Index","2023-M08","2023 August","ISCO88_2","Profesionales científicos e intelectuales",143.98,,
"IX","Index","2023-M08","2023 August","ISCO88_3","Técnicos y profesionales de nivel medio",152.42,,
"IX","Index","2023-M08","2023 August","ISCO88_4","Empleados de oficina",156.66,,
"IX","Index","2023-M08","2023 August","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",156.05,,
"IX","Index","2023-M08","2023 August","ISCO88_5_B","Vendedores, promotores y modelos",176.62,,
"IX","Index","2023-M08","2023 August","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",163.87,,
"IX","Index","2023-M08","2023 August","ISCO88_8","Operadores de instalaciones y máquinas y montadores",158.21,,
"IX","Index","2023-M08","2023 August","ISCO88_9","Trabajadores no calificados",167.27,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",6.9,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_2","Profesionales científicos e intelectuales",8.1,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_3","Técnicos y profesionales de nivel medio",8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_4","Empleados de oficina",9.9,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",9.5,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_5_B","Vendedores, promotores y modelos",7.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",9.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_8","Operadores de instalaciones y máquinas y montadores",5.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M08","2023 August","ISCO88_9","Trabajadores no calificados",8.3,,
"IX","Index","2023-M09","2023 September","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",148.66,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",7.2,,
"IX","Index","2023-M09","2023 September","ISCO88_2","Profesionales científicos e intelectuales",145.81,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_2","Profesionales científicos e intelectuales",8.8,,
"IX","Index","2023-M09","2023 September","ISCO88_3","Técnicos y profesionales de nivel medio",153.78,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_3","Técnicos y profesionales de nivel medio",9.2,,
"IX","Index","2023-M09","2023 September","ISCO88_4","Empleados de oficina",158.75,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_4","Empleados de oficina",10.5,,
"IX","Index","2023-M09","2023 September","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",159.44,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",10.9,,
"IX","Index","2023-M09","2023 September","ISCO88_5_B","Vendedores, promotores y modelos",176.73,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_5_B","Vendedores, promotores y modelos",8.7,,
"IX","Index","2023-M09","2023 September","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",164.75,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",9.4,,
"IX","Index","2023-M09","2023 September","ISCO88_8","Operadores de instalaciones y máquinas y montadores",162.39,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.4,,
"IX","Index","2023-M09","2023 September","ISCO88_9","Trabajadores no calificados",171.11,,
"12_M_VAR","12-month variation in percentages (%)","2023-M09","2023 September","ISCO88_9","Trabajadores no calificados",10.2,,
"IX","Index","2023-M10","2023 October","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",149.16,,
"IX","Index","2023-M10","2023 October","ISCO88_2","Profesionales científicos e intelectuales",145.41,,
"IX","Index","2023-M10","2023 October","ISCO88_3","Técnicos y profesionales de nivel medio",153.84,,
"IX","Index","2023-M10","2023 October","ISCO88_4","Empleados de oficina",159.51,,
"IX","Index","2023-M10","2023 October","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",159.61,,
"IX","Index","2023-M10","2023 October","ISCO88_5_B","Vendedores, promotores y modelos",182.99,,
"IX","Index","2023-M10","2023 October","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",165.92,,
"IX","Index","2023-M10","2023 October","ISCO88_8","Operadores de instalaciones y máquinas y montadores",163.17,,
"IX","Index","2023-M10","2023 October","ISCO88_9","Trabajadores no calificados",171.85,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",7.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_2","Profesionales científicos e intelectuales",7.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_3","Técnicos y profesionales de nivel medio",8.5,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_4","Empleados de oficina",10.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",9.7,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_5_B","Vendedores, promotores y modelos",10,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_8","Operadores de instalaciones y máquinas y montadores",8.4,,
"12_M_VAR","12-month variation in percentages (%)","2023-M10","2023 October","ISCO88_9","Trabajadores no calificados",10.9,,
"IX","Index","2023-M11","2023 November","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",149.36,,
"IX","Index","2023-M11","2023 November","ISCO88_2","Profesionales científicos e intelectuales",145.29,,
"IX","Index","2023-M11","2023 November","ISCO88_3","Técnicos y profesionales de nivel medio",153.65,,
"IX","Index","2023-M11","2023 November","ISCO88_4","Empleados de oficina",160.26,,
"IX","Index","2023-M11","2023 November","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",159.73,,
"IX","Index","2023-M11","2023 November","ISCO88_5_B","Vendedores, promotores y modelos",185.39,,
"IX","Index","2023-M11","2023 November","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",166.89,,
"IX","Index","2023-M11","2023 November","ISCO88_8","Operadores de instalaciones y máquinas y montadores",162.26,,
"IX","Index","2023-M11","2023 November","ISCO88_9","Trabajadores no calificados",173.64,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",6.5,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_2","Profesionales científicos e intelectuales",7.4,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_3","Técnicos y profesionales de nivel medio",7.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_4","Empleados de oficina",10.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",8.3,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_5_B","Vendedores, promotores y modelos",10.6,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",10,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M11","2023 November","ISCO88_9","Trabajadores no calificados",11.1,,
"IX","Index","2023-M12","2023 December","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",149.89,,
"IX","Index","2023-M12","2023 December","ISCO88_2","Profesionales científicos e intelectuales",147.19,,
"IX","Index","2023-M12","2023 December","ISCO88_3","Técnicos y profesionales de nivel medio",155.09,,
"IX","Index","2023-M12","2023 December","ISCO88_4","Empleados de oficina",162.36,,
"IX","Index","2023-M12","2023 December","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",160.89,,
"IX","Index","2023-M12","2023 December","ISCO88_5_B","Vendedores, promotores y modelos",187.19,,
"IX","Index","2023-M12","2023 December","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",165.22,,
"IX","Index","2023-M12","2023 December","ISCO88_8","Operadores de instalaciones y máquinas y montadores",163.23,,
"IX","Index","2023-M12","2023 December","ISCO88_9","Trabajadores no calificados",174.92,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",6,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_2","Profesionales científicos e intelectuales",6.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_3","Técnicos y profesionales de nivel medio",7,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_4","Empleados de oficina",10.4,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_5_B","Vendedores, promotores y modelos",11.5,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",7.8,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.2,,
"12_M_VAR","12-month variation in percentages (%)","2023-M12","2023 December","ISCO88_9","Trabajadores no calificados",10.4,,
"IX","Index","2024-M01","2024 January","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",153.05,,
"IX","Index","2024-M01","2024 January","ISCO88_2","Profesionales científicos e intelectuales",148.78,,
"IX","Index","2024-M01","2024 January","ISCO88_3","Técnicos y profesionales de nivel medio",157.6,,
"IX","Index","2024-M01","2024 January","ISCO88_4","Empleados de oficina",163.75,,
"IX","Index","2024-M01","2024 January","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",160.66,,
"IX","Index","2024-M01","2024 January","ISCO88_5_B","Vendedores, promotores y modelos",185.7,,
"IX","Index","2024-M01","2024 January","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",167.28,,
"IX","Index","2024-M01","2024 January","ISCO88_8","Operadores de instalaciones y máquinas y montadores",165.87,,
"IX","Index","2024-M01","2024 January","ISCO88_9","Trabajadores no calificados",176.4,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",6.7,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_2","Profesionales científicos e intelectuales",5.5,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_3","Técnicos y profesionales de nivel medio",6.1,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_4","Empleados de oficina",8.8,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",6.7,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_5_B","Vendedores, promotores y modelos",7.1,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",7.3,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_8","Operadores de instalaciones y máquinas y montadores",6.4,,
"12_M_VAR","12-month variation in percentages (%)","2024-M01","2024 January","ISCO88_9","Trabajadores no calificados",9.7,,
"IX","Index","2024-M02","2024 February","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",153.68,,
"IX","Index","2024-M02","2024 February","ISCO88_2","Profesionales científicos e intelectuales",148.45,,
"IX","Index","2024-M02","2024 February","ISCO88_3","Técnicos y profesionales de nivel medio",157.94,,
"IX","Index","2024-M02","2024 February","ISCO88_4","Empleados de oficina",164.4,,
"IX","Index","2024-M02","2024 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",160.44,,
"IX","Index","2024-M02","2024 February","ISCO88_5_B","Vendedores, promotores y modelos",182.61,,
"IX","Index","2024-M02","2024 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",166.53,,
"IX","Index","2024-M02","2024 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",166.06,,
"IX","Index","2024-M02","2024 February","ISCO88_9","Trabajadores no calificados",175.86,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",6.6,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_2","Profesionales científicos e intelectuales",5.5,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_3","Técnicos y profesionales de nivel medio",6.5,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_4","Empleados de oficina",8.5,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",8.3,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_5_B","Vendedores, promotores y modelos",12.2,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",6.4,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",6.6,,
"12_M_VAR","12-month variation in percentages (%)","2024-M02","2024 February","ISCO88_9","Trabajadores no calificados",8.7,,
"IX","Index","2024-M03","2024 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",155.09,"p","Provisional"
"IX","Index","2024-M03","2024 March","ISCO88_2","Profesionales científicos e intelectuales",149.66,"p","Provisional"
"IX","Index","2024-M03","2024 March","ISCO88_3","Técnicos y profesionales de nivel medio",158.06,"p","Provisional"
"IX","Index","2024-M03","2024 March","ISCO88_4","Empleados de oficina",165.14,"p","Provisional"
"IX","Index","2024-M03","2024 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",163.43,"p","Provisional"
"IX","Index","2024-M03","2024 March","ISCO88_5_B","Vendedores, promotores y modelos",182.6,"p","Provisional"
"IX","Index","2024-M03","2024 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",167.82,"p","Provisional"
"IX","Index","2024-M03","2024 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",167.71,"p","Provisional"
"IX","Index","2024-M03","2024 March","ISCO88_9","Trabajadores no calificados",176.94,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",6,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_2","Profesionales científicos e intelectuales",5.1,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_3","Técnicos y profesionales de nivel medio",6.2,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_4","Empleados de oficina",7.6,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",9.3,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_5_B","Vendedores, promotores y modelos",8.5,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",4.9,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.2,"p","Provisional"
"12_M_VAR","12-month variation in percentages (%)","2024-M03","2024 March","ISCO88_9","Trabajadores no calificados",8.8,"p","Provisional"
